epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,19.2691,0.84913,1.5715,1.59202,0.94435,0.93528,0.9861,0.90307,0.41196,0.56061,1.11158,0.000549352,0.000549352,0.000549352
2,32.2468,0.53967,0.57365,1.30403,0.98244,0.99207,0.99143,0.94288,0.34649,0.35628,1.08961,0.00109408,0.00109408,0.00109408
