epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,227.667,0.34156,0.28342,1.19659,0.99509,0.9987,0.995,0.99381,0.17432,0.17332,1.04925,0.00128742,0.00128742,0.00128742
25,238.26,0.33259,0.2773,1.18625,0.99988,1,0.995,0.99114,0.18426,0.17195,1.08124,0.00127092,0.00127092,0.00127092
26,248.867,0.33449,0.27755,1.19132,0.99902,0.99875,0.99498,0.99254,0.18885,0.17669,1.06382,0.00125442,0.00125442,0.00125442
27,259.573,0.32489,0.27276,1.17525,0.99975,0.99991,0.995,0.99343,0.16843,0.15975,1.04539,0.00123791,0.00123791,0.00123791
28,270.121,0.32845,0.27587,1.17804,0.99341,1,0.99499,0.99296,0.18432,0.1732,1.07655,0.00122141,0.00122141,0.00122141
29,279.664,0.3222,0.26901,1.17522,0.99399,0.99762,0.99454,0.99364,0.176,0.16943,1.05605,0.00120491,0.00120491,0.00120491
30,289.15,0.32405,0.26811,1.16714,0.99978,1,0.995,0.9944,0.16891,0.16057,1.07317,0.0011884,0.0011884,0.0011884
31,298.704,0.32459,0.26692,1.17579,0.99983,1,0.995,0.99362,0.17542,0.15881,1.07852,0.0011719,0.0011719,0.0011719
32,307.938,0.32394,0.26917,1.18315,0.98634,0.9933,0.99485,0.99201,0.17519,0.17947,1.06847,0.0011554,0.0011554,0.0011554
33,316.851,0.32461,0.26751,1.18584,0.99565,0.99531,0.99498,0.99286,0.18315,0.17593,1.03969,0.00113889,0.00113889,0.00113889
34,325.547,0.3213,0.26489,1.18237,0.99648,0.99779,0.995,0.99326,0.16576,0.15922,1.0504,0.00112239,0.00112239,0.00112239
35,334.218,0.31709,0.26478,1.18091,0.99582,0.99766,0.995,0.99431,0.15395,0.15772,1.04379,0.00110589,0.00110589,0.00110589
36,343.034,0.31073,0.25735,1.1772,0.99942,0.99897,0.995,0.99288,0.17748,0.15953,1.04569,0.00108938,0.00108938,0.00108938
37,351.98,0.3107,0.25794,1.17038,0.99987,1,0.995,0.99376,0.16234,0.1515,1.06814,0.00107288,0.00107288,0.00107288
38,361.193,0.3112,0.2594,1.17852,0.99984,1,0.995,0.99384,0.17167,0.156,1.06819,0.00105638,0.00105638,0.00105638
39,370.221,0.31096,0.2577,1.16936,0.99906,0.99877,0.995,0.99314,0.16965,0.15755,1.04806,0.00103987,0.00103987,0.00103987
40,379.592,0.30099,0.2479,1.15693,0.99987,1,0.995,0.99373,0.16153,0.15093,1.05345,0.00102337,0.00102337,0.00102337
41,388.981,0.30477,0.25447,1.15236,0.99983,1,0.995,0.99391,0.16492,0.15179,1.06527,0.00100687,0.00100687,0.00100687
42,398.274,0.3012,0.24777,1.16199,0.9999,1,0.995,0.99464,0.15261,0.1403,1.04949,0.000990365,0.000990365,0.000990365
43,407.582,0.29956,0.24551,1.15771,0.99984,1,0.995,0.99432,0.15482,0.14349,1.04773,0.000973861,0.000973861,0.000973861
44,416.599,0.30313,0.25027,1.1705,0.99971,1,0.995,0.99445,0.15699,0.14969,1.04887,0.000957358,0.000957358,0.000957358
45,425.972,0.29718,0.25058,1.15246,0.99962,1,0.995,0.99424,0.15291,0.14202,1.03645,0.000940855,0.000940855,0.000940855
46,435.415,0.29506,0.24472,1.1512,0.9998,1,0.995,0.99383,0.15733,0.14396,1.05987,0.000924352,0.000924352,0.000924352
47,444.778,0.29561,0.24441,1.15838,0.99989,1,0.995,0.99447,0.15047,0.14094,1.0486,0.000907848,0.000907848,0.000907848
48,453.827,0.29947,0.24503,1.16583,0.9999,1,0.995,0.99422,0.16091,0.14935,1.05196,0.000891345,0.000891345,0.000891345
49,462.821,0.28986,0.2414,1.14432,0.99735,0.99772,0.995,0.99439,0.15085,0.14416,1.03571,0.000874842,0.000874842,0.000874842
50,471.899,0.28957,0.23766,1.14419,0.99982,0.99961,0.995,0.99463,0.15059,0.13921,1.02273,0.000858338,0.000858338,0.000858338
51,480.893,0.29649,0.24478,1.15557,0.99759,0.99643,0.99499,0.9947,0.14385,0.14267,1.03428,0.000841835,0.000841835,0.000841835
52,489.934,0.29053,0.23822,1.15114,0.99989,1,0.995,0.99431,0.1531,0.13777,1.04281,0.000825332,0.000825332,0.000825332
53,498.715,0.29072,0.23959,1.15392,0.99869,1,0.995,0.99391,0.15384,0.14261,1.0497,0.000808828,0.000808828,0.000808828
54,507.938,0.28922,0.23768,1.14363,0.99984,1,0.995,0.99451,0.14777,0.13546,1.04711,0.000792325,0.000792325,0.000792325
55,517.304,0.28038,0.23475,1.13327,0.99981,1,0.995,0.99482,0.14236,0.13239,1.04691,0.000775822,0.000775822,0.000775822
56,526.685,0.29447,0.24172,1.15685,0.99986,1,0.995,0.99453,0.16413,0.14135,1.03287,0.000759318,0.000759318,0.000759318
57,535.889,0.2891,0.23696,1.15422,0.99987,1,0.995,0.99419,0.14579,0.13361,1.04509,0.000742815,0.000742815,0.000742815
58,545.005,0.28574,0.2351,1.13832,0.9999,1,0.995,0.99477,0.14236,0.13243,1.04503,0.000726312,0.000726312,0.000726312
59,554.126,0.28322,0.23081,1.14299,0.99988,1,0.995,0.99466,0.14175,0.12912,1.03735,0.000709809,0.000709809,0.000709809
60,563.272,0.27615,0.22638,1.14093,0.99988,1,0.995,0.9948,0.13547,0.12954,1.02868,0.000693305,0.000693305,0.000693305
61,572.27,0.28354,0.23107,1.14136,0.99784,0.99866,0.99493,0.99444,0.14633,0.13765,1.04272,0.000676802,0.000676802,0.000676802
62,581.089,0.28344,0.23211,1.15364,0.99987,1,0.995,0.9947,0.13809,0.12878,1.04413,0.000660299,0.000660299,0.000660299
63,590.139,0.28009,0.22784,1.1429,0.99988,1,0.995,0.99475,0.13578,0.12708,1.02869,0.000643795,0.000643795,0.000643795
64,599.258,0.27495,0.22698,1.14022,0.99988,1,0.995,0.99428,0.14919,0.1308,1.05695,0.000627292,0.000627292,0.000627292
65,608.696,0.27224,0.22404,1.12727,0.99987,1,0.995,0.99482,0.14096,0.12792,1.04553,0.000610789,0.000610789,0.000610789
66,618.07,0.27342,0.22386,1.13343,0.99856,0.99917,0.99487,0.99485,0.13883,0.1309,1.04239,0.000594286,0.000594286,0.000594286
67,627.009,0.27025,0.22258,1.13392,0.99937,0.99997,0.995,0.99483,0.13765,0.12645,1.03945,0.000577782,0.000577782,0.000577782
68,635.979,0.27256,0.22313,1.14213,0.9999,1,0.995,0.99463,0.13747,0.12509,1.05187,0.000561279,0.000561279,0.000561279
69,645.305,0.26745,0.22262,1.13548,0.99856,0.99993,0.995,0.99472,0.13452,0.12513,1.04316,0.000544776,0.000544776,0.000544776
70,654.548,0.26811,0.22005,1.13634,0.9999,1,0.995,0.9949,0.13069,0.12262,1.02974,0.000528272,0.000528272,0.000528272
71,664.146,0.26328,0.21659,1.12667,0.99988,1,0.995,0.99462,0.13684,0.12501,1.04075,0.000511769,0.000511769,0.000511769
72,673.394,0.26676,0.21675,1.12498,0.99989,1,0.995,0.99471,0.13831,0.12292,1.06151,0.000495266,0.000495266,0.000495266
73,682.729,0.2674,0.2184,1.14046,0.9999,1,0.995,0.99453,0.13564,0.12377,1.04546,0.000478762,0.000478762,0.000478762
74,691.964,0.25969,0.21393,1.12211,0.99989,1,0.995,0.99477,0.13245,0.12215,1.06448,0.000462259,0.000462259,0.000462259
75,700.95,0.26609,0.21905,1.12903,0.9999,1,0.995,0.99478,0.13328,0.12232,1.04597,0.000445756,0.000445756,0.000445756
76,710.238,0.26409,0.21597,1.12163,0.99988,1,0.995,0.99481,0.12965,0.12052,1.03865,0.000429253,0.000429253,0.000429253
77,719.301,0.26115,0.21433,1.12503,0.9999,1,0.995,0.99467,0.13368,0.11961,1.10183,0.000412749,0.000412749,0.000412749
78,728.427,0.25701,0.21121,1.11564,0.99988,1,0.995,0.99481,0.12472,0.11561,1.0448,0.000396246,0.000396246,0.000396246
79,737.856,0.25663,0.2097,1.11848,0.9999,1,0.995,0.99473,0.12629,0.1175,1.03166,0.000379743,0.000379743,0.000379743
80,747.218,0.25452,0.2072,1.11441,0.99997,1,0.995,0.9947,0.128,0.11862,1.03944,0.000363239,0.000363239,0.000363239
81,756.598,0.25892,0.20968,1.1258,0.99988,1,0.995,0.99471,0.12689,0.11782,1.05227,0.000346736,0.000346736,0.000346736
82,766.123,0.25781,0.21226,1.12866,0.99969,1,0.995,0.99467,0.12724,0.11858,1.02817,0.000330233,0.000330233,0.000330233
83,776.915,0.25532,0.20876,1.11628,0.99989,1,0.995,0.99476,0.12652,0.1163,1.03019,0.000313729,0.000313729,0.000313729
84,787.347,0.25357,0.20621,1.1223,0.99989,1,0.995,0.99476,0.1303,0.11756,1.05269,0.000297226,0.000297226,0.000297226
85,797.567,0.25717,0.20888,1.12249,0.9999,1,0.995,0.99478,0.12171,0.1126,1.0351,0.000280723,0.000280723,0.000280723
86,807.008,0.25288,0.20638,1.11845,0.99989,1,0.995,0.99476,0.12609,0.11469,1.03741,0.00026422,0.00026422,0.00026422
87,816.167,0.24719,0.20317,1.1111,0.99989,1,0.995,0.99483,0.12501,0.11438,1.03572,0.000247716,0.000247716,0.000247716
88,825.391,0.25564,0.20941,1.12305,0.99989,1,0.995,0.99483,0.12148,0.11296,1.04248,0.000231213,0.000231213,0.000231213
89,834.827,0.24917,0.20454,1.11651,0.99985,1,0.995,0.99478,0.12657,0.11484,1.05143,0.00021471,0.00021471,0.00021471
90,844.095,0.24324,0.20023,1.11134,0.99989,1,0.995,0.99482,0.12254,0.11419,1.02758,0.000198206,0.000198206,0.000198206
91,855.696,0.13367,0.12995,1.00511,0.99985,1,0.995,0.99477,0.12296,0.11391,1.04316,0.000181703,0.000181703,0.000181703
92,866.468,0.13257,0.12955,1.00123,0.99987,1,0.995,0.9948,0.11969,0.1122,1.0355,0.0001652,0.0001652,0.0001652
93,877.595,0.12931,0.1249,0.99931,0.99986,1,0.995,0.99483,0.11894,0.1102,1.04349,0.000148696,0.000148696,0.000148696
94,888.268,0.12831,0.1237,0.99759,0.99989,1,0.995,0.99481,0.12071,0.1101,1.03808,0.000132193,0.000132193,0.000132193
95,899.014,0.12828,0.12325,0.9959,0.99989,1,0.995,0.99481,0.11744,0.10842,1.04602,0.00011569,0.00011569,0.00011569
96,909.475,0.12712,0.12223,1.0038,0.9999,1,0.995,0.99478,0.1178,0.10935,1.03712,9.91865e-05,9.91865e-05,9.91865e-05
97,919.957,0.12541,0.12194,0.99725,0.9999,1,0.995,0.99473,0.1183,0.10912,1.02281,8.26832e-05,8.26832e-05,8.26832e-05
98,930.62,0.12462,0.12068,0.99077,0.9999,1,0.995,0.9948,0.11595,0.10733,1.03081,6.61799e-05,6.61799e-05,6.61799e-05
99,941.307,0.12386,0.1206,0.9974,0.99989,1,0.995,0.9948,0.11765,0.10649,1.0218,4.96766e-05,4.96766e-05,4.96766e-05
100,951.774,0.12232,0.11923,0.99902,0.9999,1,0.995,0.99477,0.11726,0.10612,1.03107,3.31733e-05,3.31733e-05,3.31733e-05
